category,amt,gender,dob,transaction_hour,is_fraud
12,658.74,0,27,22,1
13,9.42,0,39,23,1
11,879.05,1,27,22,1
7,18.37,0,56,23,0
7,73.06,0,60,15,0
9,6.25,1,57,1,0
2,45.98,0,69,9,0
4,357.62,0,68,3,1
6,65.77,1,49,16,0
4,320.41,1,51,0,1
6,41.37,1,58,13,0
11,1077.67,1,50,23,1
1,30.19,1,67,23,0
8,820.32,0,61,22,1
11,1055.57,1,46,22,1
10,27.23,0,36,16,0
4,303.49,1,46,1,1
11,976.55,1,55,23,1
9,2.02,0,49,16,0
11,916.74,1,22,22,1
13,1.03,0,42,19,0
11,72.59,1,48,9,0
4,84.4,1,49,6,0
4,30.91,1,38,4,0
4,320.87,1,25,10,1
13,7.32,0,18,19,0
10,19.89,0,43,23,1
6,26.83,1,47,16,0
5,34.78,0,91,16,0
2,8.82,1,89,1,1
11,1037.21,1,98,22,1
4,206.0,0,34,9,0
11,1058.49,0,67,23,1
6,26.67,0,35,15,0
7,48.34,1,42,12,0
2,7.03,1,34,3,1
4,276.35,1,31,1,1
0,74.77,1,40,17,0
4,317.05,1,61,8,1
5,84.77,1,70,23,0
8,761.3,0,83,13,1
7,5.98,0,40,20,0
12,7.82,1,46,23,0
8,1112.91,1,79,19,1
4,309.39,1,36,1,1
6,59.88,0,35,13,0
1,116.77,1,53,22,1
7,41.21,1,85,16,0
4,339.6,0,77,0,1
12,4.78,0,82,0,0
11,7.11,0,36,18,0
11,1140.55,1,47,23,1
7,89.49,1,71,22,0
13,10.92,0,62,22,1
3,11.01,1,76,3,1
6,88.05,1,33,18,0
4,83.02,1,54,7,0
8,829.28,1,31,23,1
11,937.57,0,23,22,1
7,22.48,0,45,22,1
0,37.09,1,53,16,0
5,18.74,1,35,22,1
7,20.53,0,36,23,1
4,90.77,1,36,10,0
4,391.79,0,43,1,1
2,14.1,1,79,2,1
0,24.41,0,38,20,0
0,374.3,0,55,14,1
4,317.58,0,53,0,1
5,18.55,0,29,18,1
9,7.58,0,31,16,0
2,96.29,0,62,11,0
5,1.99,1,53,21,0
4,284.76,0,23,2,1
6,55.08,1,49,14,0
10,3.47,1,59,17,0
4,262.49,0,78,2,1
10,70.51,1,22,20,0
11,6.87,1,62,0,0
4,249.17,0,47,0,0
4,333.78,0,37,2,1
8,873.51,1,56,22,1
5,22.68,1,67,19,0
13,9.25,1,22,18,0
5,231.39,1,77,18,0
4,353.57,0,32,2,1
10,32.38,0,60,12,0
9,629.85,0,49,3,1
2,44.62,1,25,9,0
4,125.91,0,59,0,0
12,1371.81,1,23,22,1
10,138.3,1,35,23,0
9,393.67,1,47,13,0
7,38.32,0,50,15,0
8,863.23,1,36,23,1
8,706.46,0,59,23,1
2,56.26,1,40,1,0
4,320.57,0,59,0,1
5,96.61,0,42,18,0
12,915.47,1,65,22,1
11,982.64,0,50,0,1
5,156.96,0,38,14,0
10,50.87,0,81,23,1
11,1118.46,1,65,23,1
7,21.33,0,94,21,0
7,126.12,0,35,22,0
0,434.26,0,34,23,1
8,6.02,1,36,1,0
4,293.98,1,56,22,1
12,5.31,1,74,10,0
1,60.99,1,40,16,0
7,21.22,0,45,23,1
6,146.7,0,73,15,0
0,623.87,0,35,22,1
11,1116.53,1,69,23,1
13,493.02,1,44,20,0
4,290.4,0,66,22,1
12,884.54,0,39,18,1
5,66.41,0,72,12,0
6,415.74,0,56,22,1
1,67.69,1,76,8,0
5,16.15,1,22,19,0
8,783.23,1,31,22,1
7,97.32,1,53,20,0
4,297.37,0,57,0,1
4,295.4,1,32,23,1
2,8.75,0,24,3,1
11,1094.71,0,18,22,1
0,564.57,0,32,16,1
10,58.22,0,42,15,0
9,123.55,0,25,21,0
1,58.94,1,46,15,0
10,88.58,1,23,12,0
11,1024.61,1,53,23,1
4,313.0,0,24,0,1
4,309.97,1,38,1,1
8,738.27,0,27,2,1
11,982.8,0,63,22,1
10,22.97,1,32,23,1
4,275.05,1,39,23,1
1,41.76,1,45,18,0
2,86.86,1,63,6,0
1,5.11,0,22,20,0
5,15.87,0,56,13,0
6,91.7,1,67,12,0
8,736.16,1,69,22,1
8,6.81,0,53,4,0
10,46.39,0,46,22,0
11,1010.04,0,86,22,1
9,9.47,0,39,20,0
2,12.89,1,33,0,1
4,294.51,0,97,3,1
11,850.2,0,62,22,1
4,283.58,0,80,3,1
1,65.61,1,44,19,0
0,65.61,0,36,18,0
2,95.01,0,31,6,0
3,53.5,0,49,5,0
1,9.34,0,40,21,0
8,909.75,1,50,12,1
11,939.08,1,79,22,1
2,15.57,1,69,1,1
4,276.8,1,48,1,1
6,68.3,0,58,17,0
2,40.7,1,57,9,0
9,2.07,0,49,19,0
7,19.33,0,28,23,1
1,6.17,1,25,15,0
2,51.14,0,41,0,0
6,40.46,1,89,21,0
7,9.77,0,66,22,1
2,12.82,1,41,2,1
4,202.88,0,30,3,0
8,848.32,0,23,22,1
11,1088.06,0,62,22,1
9,8.13,0,49,4,1
6,37.28,1,39,20,0
12,204.67,0,51,18,0
0,124.59,1,77,23,0
8,818.46,1,54,22,1
4,110.04,1,89,11,0
9,8.32,0,38,3,1
4,304.69,1,29,1,1
4,334.48,1,67,2,1
5,42.04,0,69,18,0
8,855.02,0,32,0,1
8,741.45,0,61,23,1
7,20.89,1,58,23,1
12,4.17,1,81,5,0
4,320.85,0,25,6,1
3,75.11,0,39,1,0
4,338.05,1,64,0,1
2,42.49,0,46,3,0
2,20.17,0,59,0,1
3,12.53,1,38,1,1
8,754.98,1,47,2,1
8,749.98,1,63,22,1
4,309.02,1,63,23,1
5,41.05,1,42,23,0
8,822.29,1,35,2,1
12,853.68,0,34,10,1
11,1167.06,0,48,0,1
4,92.78,1,29,2,0
1,6.19,0,43,17,0
11,1083.77,1,42,18,1
7,166.11,0,64,13,0
7,47.74,1,49,13,0
7,20.13,1,77,22,1
12,10.0,1,76,6,0
7,36.43,0,48,14,0
1,77.99,0,50,20,0
4,306.04,0,73,8,1
9,7.61,0,30,1,1
4,269.84,1,21,3,1
9,7.08,1,35,21,0
2,9.45,0,33,0,1
8,732.99,1,54,22,1
4,90.14,0,62,10,0
6,22.45,1,76,18,0
13,9.33,0,35,23,1
11,1000.56,0,70,22,1
8,907.76,1,21,15,1
2,79.69,1,65,6,0
4,311.41,1,59,0,1
7,24.14,0,29,23,1
6,84.5,0,34,22,0
11,920.59,1,53,22,1
8,868.29,0,22,1,1
9,7.83,0,45,1,1
6,5.84,0,35,22,0
8,837.95,1,66,21,1
1,126.55,0,39,2,1
0,70.88,1,31,16,0
11,4.62,0,25,21,0
11,954.32,0,51,2,1
11,1079.64,0,36,3,1
11,957.83,1,44,23,1
12,11.94,0,21,12,0
2,45.66,0,50,9,0
11,1045.55,1,49,14,1
0,14.45,1,62,12,0
7,29.67,0,27,15,0
7,143.67,1,56,20,0
4,283.6,1,42,1,1
11,89.67,1,33,0,0
6,4.64,0,25,12,0
9,2.23,0,32,12,0
8,4.13,1,46,2,0
13,4.77,0,80,22,0
13,10.12,1,61,23,1
4,290.25,1,39,2,1
6,63.07,0,65,15,0
11,1048.41,0,39,2,1
11,718.89,0,51,1,1
2,10.31,0,25,11,1
4,251.97,1,40,2,1
10,8.51,1,40,14,0
8,118.43,0,24,21,0
11,956.96,1,45,20,1
4,328.78,0,37,0,1
9,8.38,1,41,17,1
5,28.31,0,23,13,0
0,113.88,0,41,15,0
8,688.75,0,25,23,1
8,719.38,1,94,23,1
12,109.45,0,45,21,0
11,1191.47,1,62,19,1
11,906.07,1,27,22,1
2,58.87,1,32,1,0
0,103.22,0,45,22,0
3,9.25,0,86,3,1
11,987.6,0,44,3,1
8,900.8,0,61,22,1
1,5.32,0,24,16,0
1,143.54,1,52,22,1
8,750.87,1,31,21,1
7,3.6,1,59,22,0
4,309.14,1,29,2,1
11,759.29,0,33,0,1
0,7.12,0,63,6,0
11,613.62,0,30,12,0
7,5.9,0,63,23,1
5,144.88,0,41,23,0
11,969.37,1,48,23,1
7,57.49,0,41,17,0
2,11.0,0,31,2,1
8,743.22,1,35,1,1
12,88.92,0,25,14,0
11,1236.28,0,96,22,1
7,39.14,1,36,19,0
2,55.99,1,55,5,0
11,5.19,0,54,0,0
4,302.75,0,70,0,1
10,22.26,1,25,20,0
4,284.59,1,46,0,1
7,5.79,1,65,16,0
0,373.48,0,92,22,1
11,35.88,0,24,13,0
5,19.51,0,46,19,1
2,9.18,0,26,2,1
2,7.52,1,41,0,1
0,88.05,1,27,22,0
11,1.81,0,50,17,0
5,10.97,0,35,14,0
11,1016.4,0,45,2,1
12,775.14,1,23,23,1
4,289.37,1,75,0,1
6,60.8,1,42,23,0
8,908.57,0,63,23,1
11,1006.34,0,67,15,1
11,989.39,1,55,23,1
5,121.52,1,68,12,0
2,16.44,0,66,1,1
2,72.36,1,66,3,0
2,83.2,0,65,7,0
13,10.69,1,48,19,1
9,671.97,0,27,2,1
5,33.34,0,50,23,0
7,88.24,0,45,12,0
8,908.77,1,50,0,1
10,18.21,1,44,21,0
11,973.89,1,46,22,1
2,50.38,0,25,8,0
5,27.17,0,51,23,0
3,85.49,0,38,8,0
4,314.3,1,31,22,1
4,291.24,0,69,3,1
11,919.37,1,32,15,1
1,118.22,0,29,2,1
4,343.05,0,66,13,1
0,489.76,0,30,3,1
2,21.55,1,54,0,1
10,7.97,0,45,19,0
11,1097.8,0,66,23,1
0,4.52,0,62,13,0
11,957.75,1,81,15,1
12,866.41,0,71,22,1
12,140.84,1,40,6,0
12,697.68,0,53,22,1
11,1032.41,0,48,0,1
4,51.44,1,40,10,0
7,48.53,1,28,18,0
5,130.04,1,64,23,0
7,78.05,0,80,18,0
1,32.93,0,45,14,0
3,101.69,1,26,8,0
4,54.39,1,51,8,0
10,87.63,1,32,16,0
2,63.39,1,51,1,0
11,907.08,1,58,22,1
0,645.21,0,94,23,1
2,9.94,0,39,3,1
10,22.1,0,39,22,1
2,69.17,0,36,4,0
10,20.47,1,63,20,0
11,1104.91,1,40,22,1
8,730.45,1,19,2,1
7,4.58,1,83,22,1
12,7.79,1,67,9,0
11,1100.0,0,94,22,1
11,1131.73,0,63,22,1
8,830.24,1,62,22,1
6,46.11,0,18,19,0
8,817.64,0,85,22,1
10,17.88,0,45,22,1
8,796.78,1,56,21,1
9,8.64,1,35,23,1
4,316.82,1,50,3,1
10,1.07,1,54,22,0
10,32.37,1,23,23,0
1,132.42,1,66,23,1
12,946.77,0,36,3,1
6,219.11,0,37,23,1
11,3.35,0,86,11,0
10,49.51,0,60,22,1
7,2.93,0,53,23,0
4,238.63,0,34,9,0
4,108.49,0,53,5,0
0,479.52,0,32,3,1
12,773.07,0,37,0,1
8,632.4,0,91,22,1
4,342.38,0,38,2,1
12,9.69,1,49,23,0
6,6.7,0,39,19,0
4,301.44,1,39,23,1
4,199.97,0,47,10,0
4,271.33,1,41,0,1
6,31.36,0,55,16,0
7,11.65,0,51,18,0
4,88.36,0,50,4,0
11,1022.29,1,80,23,1
4,293.85,1,35,1,1
12,738.3,1,49,22,1
11,1007.28,1,28,23,1
8,750.81,1,62,22,1
10,21.86,1,73,23,1
1,47.82,1,47,20,0
0,1.02,0,60,4,0
3,56.41,0,31,11,0
12,51.45,0,61,7,0
4,319.18,0,70,1,1
2,80.96,1,53,4,0
9,4.35,1,67,3,0
2,16.33,0,67,2,1
12,5.52,1,45,19,0
11,875.2,1,56,23,1
12,816.78,1,66,22,1
0,555.79,0,38,22,1
2,10.46,1,87,1,1
11,3.31,0,65,8,0
4,216.92,0,34,2,0
6,34.03,0,56,19,0
8,6.73,0,32,10,0
12,1.12,1,72,2,0
9,6.2,0,49,22,0
2,68.01,1,32,8,0
4,339.61,1,54,1,1
5,16.35,1,78,22,0
12,9.09,0,49,19,0
11,1012.71,1,41,23,1
5,173.25,1,56,23,0
13,452.38,1,29,19,0
9,2.03,1,76,10,0
12,635.09,0,46,23,1
11,1213.87,1,21,22,1
4,316.92,1,77,0,1
7,15.86,0,31,23,1
11,904.31,1,53,22,1
3,9.94,1,23,3,1
4,356.34,0,35,0,1
11,960.06,1,29,23,1
1,12.99,0,23,12,0
2,52.98,0,50,1,0
4,294.63,1,62,3,1
5,45.56,1,19,18,0
2,33.62,1,25,7,0
9,201.64,0,45,9,0
3,40.81,0,41,2,0
12,8.02,1,25,19,0
2,10.13,1,82,2,1
6,246.0,0,45,22,1
11,828.2,1,66,23,1
1,31.45,0,40,17,0
5,43.04,0,27,23,0
8,905.31,1,75,23,1
1,160.06,0,31,21,0
0,18.75,0,57,8,0
5,17.81,0,41,13,1
9,840.37,0,43,0,1
11,1.81,1,57,4,0
4,327.26,0,23,2,1
2,75.52,0,56,5,0
2,8.08,0,53,3,1
4,64.92,1,67,11,0
2,23.02,0,93,0,1
12,3.54,1,49,12,0
11,1018.86,1,74,22,1
11,1116.06,0,45,1,1
9,40.74,0,32,17,0
11,3.79,0,61,8,0
7,19.83,0,29,23,1
7,16.5,0,51,22,1
11,67.25,0,42,21,0
0,107.15,0,39,15,0
6,257.51,0,44,23,1
3,42.97,0,46,2,0
9,7.19,0,31,10,1
2,18.12,1,85,2,1
0,557.6,1,38,21,1
11,959.99,1,33,23,1
12,1313.18,0,23,23,1
13,4.78,0,81,13,0
1,132.1,0,31,23,1
2,43.79,1,46,7,0
2,11.47,1,86,0,1
2,10.59,0,41,2,1
2,8.42,1,49,1,1
4,102.96,0,37,6,0
12,947.8,1,54,23,1
1,1.95,1,47,16,0
6,212.54,0,31,19,0
11,1128.77,1,46,22,1
12,138.01,1,29,13,0
11,979.93,1,74,22,1
7,87.13,1,57,23,0
13,1.79,1,64,12,0
12,976.46,0,61,22,1
12,845.81,0,52,22,1
4,278.32,1,51,23,1
11,925.43,0,76,22,1
11,88.2,1,26,20,0
8,901.62,0,78,23,1
2,68.84,1,46,11,0
6,6.59,1,56,14,0
12,849.0,0,53,22,1
1,107.32,0,35,17,1
0,443.97,0,70,17,1
7,49.14,0,31,18,0
4,295.07,1,35,2,1
6,38.99,1,25,23,0
8,917.14,1,36,23,1
11,970.89,0,58,22,1
12,139.59,1,47,4,0
8,717.17,0,35,2,1
6,82.61,1,30,21,0
12,877.44,1,46,22,1
2,41.94,0,35,6,0
10,21.41,1,71,17,0
11,185.73,0,25,12,0
11,988.45,1,77,22,1
9,5.16,1,81,2,0
11,1223.77,0,62,15,1
6,225.89,0,52,22,1
4,335.13,0,61,0,1
11,7.96,1,53,6,0
9,9.79,0,54,22,1
2,19.03,1,81,1,1
5,22.79,0,48,22,1
12,753.61,1,60,14,1
9,97.04,0,29,19,0
11,715.79,1,66,6,0
11,83.52,1,32,9,0
8,4.61,1,65,10,0
12,157.28,0,37,17,0
0,3.71,1,62,17,0
2,43.57,0,42,7,0
1,84.29,0,39,19,0
9,234.25,1,41,19,0
12,874.98,0,85,22,1
12,932.02,0,63,18,1
6,271.41,0,36,23,1
3,39.71,1,49,7,0
5,83.18,1,68,15,0
2,21.52,1,55,1,1
0,595.07,1,66,23,1
6,21.71,0,63,20,0
12,8.88,0,37,23,0
2,63.15,0,73,6,0
11,976.39,1,53,22,1
6,98.1,0,34,14,0
7,47.53,1,47,23,0
4,283.17,1,46,7,1
2,48.92,0,18,3,0
12,12.31,1,55,3,0
8,740.62,1,50,2,1
5,41.89,0,37,21,0
2,7.24,0,48,2,1
11,198.48,0,55,7,0
7,39.9,1,30,14,0
4,317.59,0,25,2,1
11,3.74,0,24,23,0
0,556.78,1,65,14,1
4,50.43,1,35,9,0
7,126.7,0,46,20,0
11,739.29,0,35,0,1
2,84.87,0,41,9,0
7,94.18,0,45,22,0
0,504.3,1,31,23,1
1,101.52,1,48,21,0
9,718.38,0,46,2,1
12,16.91,0,56,10,0
4,351.61,0,52,3,1
7,86.46,0,62,13,0
11,1010.97,1,25,22,1
6,5.61,0,25,19,0
11,909.49,0,85,22,1
1,110.8,0,50,22,1
1,133.6,0,21,20,0
1,25.62,0,47,13,0
7,78.64,0,39,17,0
3,50.57,1,29,1,0
11,4.41,1,25,18,0
11,918.69,0,23,22,1
9,8.57,1,52,23,1
11,105.97,1,35,7,0
5,73.91,1,41,14,0
12,900.15,0,37,19,1
7,244.37,0,37,12,0
4,73.04,0,23,0,0
6,8.5,0,48,21,0
4,109.74,0,35,5,0
11,990.11,0,69,20,1
11,964.32,1,35,22,1
7,18.06,0,34,20,0
2,17.95,1,53,0,1
8,14.76,0,50,3,0
0,76.39,0,37,23,0
4,326.86,0,59,10,1
11,1042.2,1,59,23,1
6,59.07,0,40,22,0
11,950.19,0,74,23,1
7,62.18,0,60,18,0
13,1.74,0,82,12,0
2,58.35,0,46,10,0
9,6.77,1,68,3,0
6,37.04,0,60,22,0
4,352.73,0,32,8,1
4,325.43,0,95,23,1
8,692.96,0,73,19,1
11,1115.54,1,23,22,1
7,93.28,1,57,20,0
8,740.22,0,54,23,1
10,51.82,0,72,22,1
2,63.13,0,30,5,0
12,793.22,0,73,22,1
4,322.02,1,38,23,1
9,8.91,0,32,16,0
2,43.36,0,65,0,0
13,10.2,0,50,23,1
1,67.52,1,33,14,0
5,18.2,0,50,23,1
2,9.02,1,49,0,1
9,5.12,1,76,4,0
4,339.18,0,36,2,1
6,15.16,0,41,13,0
10,30.8,1,40,13,0
12,112.44,0,35,12,0
7,70.68,0,39,12,0
0,65.93,0,22,17,0
11,1125.31,1,25,23,1
6,79.18,1,33,23,0
8,732.82,0,64,22,1
0,544.9,1,47,22,1
12,2.15,0,51,23,0
5,12.95,1,54,13,0
10,21.25,0,51,22,1
12,3.93,1,61,6,0
8,30.53,0,44,6,0
12,882.67,0,37,23,1
7,29.2,0,55,20,0
9,10.38,0,44,14,0
1,73.84,1,61,15,0
11,2.07,0,38,13,0
4,295.47,1,41,0,1
11,1024.66,1,39,23,1
2,21.96,0,86,3,1
7,13.53,1,35,18,0
11,1058.8,0,86,22,1
12,1.92,1,94,2,0
1,19.29,0,46,14,0
1,31.1,0,51,21,0
4,194.9,0,41,4,0
6,112.57,1,34,13,0
11,942.75,1,27,23,1
4,358.98,0,50,3,1
4,109.94,0,85,2,0
6,15.75,1,36,23,0
2,71.97,0,67,8,0
3,16.73,0,57,2,1
11,100.65,0,32,12,0
2,46.62,1,28,7,0
5,15.75,0,80,22,0
1,103.9,1,57,22,1
2,59.68,1,47,5,0
12,959.67,0,32,22,1
6,95.45,0,82,20,0
9,1.08,1,72,3,0
7,1.73,0,67,12,0
12,939.78,0,42,2,1
4,286.05,1,58,1,1
12,824.17,1,35,22,1
2,8.79,1,65,2,1
12,3.82,1,42,12,0
6,61.06,1,31,19,0
6,44.03,1,61,20,0
4,128.26,0,35,7,0
5,18.85,0,51,14,1
4,380.61,0,33,3,1
0,407.08,0,96,22,1
3,110.13,0,41,2,0
3,52.16,1,40,10,0
2,10.34,0,31,7,1
4,288.7,0,26,3,1
4,267.86,1,52,11,1
4,90.74,0,36,9,0
2,72.73,1,76,3,0
11,5.93,1,49,14,0
12,705.57,0,63,22,1
10,11.1,1,29,17,0
11,11.71,1,56,6,0
9,117.38,0,22,15,0
11,7.41,0,49,13,0
8,790.29,0,74,17,1
2,10.58,1,38,4,1
4,331.0,1,44,23,1
10,23.87,0,45,20,0
4,98.55,1,46,4,0
10,24.98,1,81,17,0
11,40.8,0,72,1,0
6,21.21,0,32,14,0
12,5.39,1,60,7,0
11,835.25,1,36,23,1
2,17.34,0,67,0,1
4,288.17,0,80,18,1
0,114.14,0,38,23,0
6,58.62,1,23,21,0
1,123.5,1,46,14,0
0,127.11,1,45,15,0
2,10.44,1,37,1,1
5,102.69,0,59,21,0
4,274.37,1,31,22,1
4,123.92,0,60,1,0
11,900.17,1,44,23,1
9,46.43,0,72,2,0
2,81.09,1,76,6,0
11,1041.65,1,66,22,1
11,829.79,1,38,23,1
4,315.49,1,68,23,1
11,998.47,1,45,23,1
9,28.55,1,66,7,0
2,55.09,0,71,10,0
11,417.32,1,50,17,0
11,955.4,0,35,3,1
2,61.45,0,25,0,0
8,925.99,1,66,23,1
11,1147.75,1,52,22,1
2,11.51,1,60,6,1
6,9.03,0,58,13,0
8,759.92,1,55,22,1
8,866.16,0,56,22,1
4,286.73,0,78,0,1
2,7.45,1,39,2,1
0,66.65,1,42,13,0
2,49.68,0,93,4,0
9,2.02,0,46,21,0
4,340.67,0,40,1,1
12,2.37,0,41,14,0
9,9.0,0,31,3,1
4,133.83,1,80,10,0
0,53.02,0,60,18,0
11,932.56,1,60,15,1
8,857.88,1,40,23,1
5,251.23,0,35,16,0
12,1025.23,1,61,14,1
12,8.46,0,36,19,0
4,66.0,0,26,6,0
4,83.07,0,54,11,0
11,130.81,0,30,23,0
2,21.31,1,64,0,1
11,1.59,0,33,16,0
12,2.76,0,70,11,0
11,998.8,0,59,23,1
8,954.19,0,46,3,1
2,39.93,0,25,10,0
3,45.18,0,37,11,0
2,11.82,1,48,2,1
11,1148.2,1,34,22,1
12,824.98,0,61,22,1
0,288.01,0,52,17,0
11,1021.93,1,43,23,1
9,1.71,0,31,21,0
12,986.52,1,74,23,1
6,89.25,1,30,16,0
4,325.86,0,46,3,1
4,66.96,1,49,8,0
8,740.52,0,54,22,1
13,6.6,0,27,12,0
5,11.33,1,58,18,0
11,843.72,1,47,23,1
12,1060.9,1,72,22,1
4,302.44,0,71,6,1
2,24.03,1,66,1,1
0,487.15,0,28,22,1
12,1050.27,1,56,21,1
11,915.76,0,68,22,1
8,157.34,0,71,9,0
3,14.76,1,52,1,1
8,792.1,0,60,23,1
7,23.75,0,51,17,1
6,44.48,0,46,20,0
7,10.59,0,53,23,0
9,7.11,1,81,23,1
8,794.95,1,31,2,1
11,942.7,0,22,22,1
11,974.36,1,55,12,1
13,6.02,1,80,23,0
13,2.65,1,70,23,0
2,17.74,0,61,6,1
6,14.33,0,39,13,0
11,941.57,1,62,14,1
1,8.26,1,23,19,0
2,20.26,1,55,1,1
2,7.14,0,70,3,1
1,1.17,1,25,15,0
5,108.22,0,59,15,0
4,272.83,1,71,1,1
5,2.57,1,38,12,0
5,19.79,0,28,23,1
8,923.16,0,72,22,1
12,736.9,1,42,22,1
6,80.02,0,69,20,0
12,3.39,0,38,20,0
1,100.76,0,36,22,1
0,494.73,0,46,1,1
11,967.36,1,64,23,1
2,9.66,1,25,3,1
12,200.93,1,56,2,0
8,1046.12,1,49,1,1
5,149.18,1,44,20,0
11,1166.0,0,61,23,1
11,4.9,1,37,21,0
2,68.73,0,39,4,0
4,203.35,0,51,9,0
2,61.99,1,59,0,0
8,359.33,1,77,4,0
8,905.07,0,23,22,1
4,314.62,1,37,1,1
7,55.57,1,60,17,0
6,8.17,1,57,13,0
10,1.4,1,29,18,0
4,158.1,1,74,4,0
8,688.73,0,52,2,1
4,347.46,0,49,6,1
4,275.15,0,83,6,1
0,7.38,0,60,3,0
12,876.76,0,77,22,1
3,8.22,0,46,2,1
7,97.35,1,56,19,0
11,971.87,1,56,22,1
11,2.45,0,58,4,0
8,859.07,0,22,3,1
3,67.01,0,56,11,0
4,291.15,0,70,2,1
8,1.36,0,53,5,0
4,326.23,0,68,9,1
11,880.31,0,25,23,1
2,57.19,1,67,11,0
12,954.46,0,38,2,1
4,112.29,1,66,1,0
5,73.67,0,48,16,0
7,10.4,0,25,17,0
4,311.12,1,55,6,1
4,287.65,1,23,1,1
5,20.08,0,56,23,0
4,300.93,0,70,0,1
2,49.85,0,54,4,0
8,857.62,1,56,22,1
1,3.88,0,32,18,0
6,66.74,1,95,15,0
8,698.55,1,74,23,1
2,18.36,0,56,1,1
11,911.61,1,74,22,1
3,56.46,0,44,0,0
12,871.53,0,46,1,1
2,60.37,0,92,8,0
6,84.26,1,34,19,0
12,86.64,0,48,21,0
6,94.37,1,39,16,0
2,74.71,0,32,10,0
1,105.9,0,46,23,1
0,21.34,0,35,14,0
8,826.89,0,25,21,1
2,59.07,0,32,7,0
0,16.97,1,85,0,0
2,50.86,0,39,9,0
2,19.6,1,55,0,1
12,867.09,1,38,22,1
4,297.87,1,52,0,1
2,85.82,1,38,2,0
10,24.76,0,48,23,1
8,889.2,0,61,23,1
10,24.01,0,46,17,0
10,15.97,0,74,14,0
9,151.68,0,40,8,0
5,78.65,0,37,12,0
0,6.53,0,61,10,0
0,589.27,0,67,22,1
5,29.18,0,39,14,0
7,29.62,0,56,14,0
11,12.4,0,72,4,0
7,19.26,0,46,23,1
2,9.63,1,33,1,1
11,844.43,0,28,1,1
12,82.73,0,50,22,0
6,3.02,0,27,12,0
8,4.11,1,42,8,0
2,10.04,1,29,3,1
2,9.66,0,61,0,1
11,857.25,1,60,22,1
13,6.91,0,48,19,0
10,5.25,0,60,15,0
7,21.0,0,90,16,0
4,323.71,1,27,3,1
8,866.57,1,46,22,1
11,899.49,0,63,22,1
4,284.36,1,63,3,1
11,1087.53,0,93,22,1
11,922.39,1,88,22,1
2,67.65,0,37,1,0
8,746.79,1,64,23,1
11,1166.67,1,55,22,1
8,134.82,1,19,12,0
1,74.89,1,42,17,0
8,809.88,0,69,22,1
11,4.48,0,40,21,0
13,8.32,0,39,22,0
11,866.74,0,43,2,1
9,33.69,1,42,15,0
12,691.48,1,33,22,1
9,166.01,0,47,2,0
4,288.7,0,61,9,1
4,312.03,0,70,1,1
7,167.08,1,76,17,0
2,13.08,1,51,1,1
4,274.73,1,88,23,1
10,128.91,0,38,23,0
12,5.95,1,76,10,0
10,10.72,0,39,16,0
11,994.99,1,65,22,1
7,33.14,0,80,22,0
7,138.91,0,56,20,0
6,95.87,0,87,21,0
11,936.47,0,52,22,1
2,73.08,1,48,11,0
10,8.0,1,52,21,0
2,12.34,0,25,0,1
2,62.41,0,49,10,0
2,83.94,0,62,2,0
13,5.45,0,65,21,0
12,674.94,0,60,23,1
11,1175.88,0,82,22,1
4,301.54,0,57,0,1
4,300.21,1,46,23,1
4,384.91,0,34,1,1
8,832.2,1,63,22,1
11,911.04,1,62,22,1
5,3.47,1,98,20,0
11,128.1,1,47,13,0
8,903.09,1,23,2,1
6,292.85,0,34,23,1
1,44.84,0,52,22,0
13,500.45,1,31,21,0
10,21.78,0,42,23,1
12,129.69,1,44,5,0
5,6.63,0,46,23,0
12,801.43,1,35,22,1
4,272.99,1,52,0,1
6,286.87,0,43,22,1
9,51.82,0,41,4,0
6,63.75,0,43,13,0
2,74.77,0,51,1,0
8,867.53,0,25,1,1
12,676.8,1,68,22,1
4,263.99,1,63,8,1
1,64.39,0,77,3,0
9,6.55,1,31,22,0
6,184.82,0,41,15,0
6,261.6,0,31,15,1
2,76.24,1,57,7,0
2,21.07,1,53,3,1
10,31.61,0,44,23,0
4,325.38,0,72,0,1
0,620.39,0,72,23,1
11,940.77,0,69,22,1
2,80.14,1,66,3,0
1,43.26,0,52,14,0
6,26.8,0,50,22,0
11,1079.31,1,36,23,1
4,333.43,1,77,23,1
9,8.29,0,54,22,1
4,108.27,0,34,4,0
5,18.81,0,29,23,1
11,822.01,1,50,22,1
8,113.55,0,67,3,0
8,222.82,1,62,8,0
4,316.98,1,37,0,1
7,11.36,0,33,20,0
12,8.04,0,54,4,0
11,879.81,0,30,2,1
9,4.68,0,46,16,0
4,306.23,1,21,5,1
7,69.31,1,40,23,0
2,11.98,1,54,1,1
4,285.92,1,32,2,1
4,306.06,1,39,2,1
0,557.62,0,39,23,1
12,1.18,0,42,18,0
11,1136.04,1,26,22,1
0,432.63,0,31,15,1
8,959.53,0,24,2,1
4,290.89,1,35,8,1
10,17.32,1,43,20,0
11,1022.5,1,44,16,1
7,125.42,0,46,15,0
12,1104.38,0,23,22,1
0,50.38,1,39,15,0
1,25.5,0,62,2,0
2,11.0,1,46,2,1
13,10.71,0,77,22,1
0,4.84,1,25,17,0
3,12.81,0,58,0,1
1,2.11,0,50,18,0
9,2.41,0,70,10,0
1,74.73,0,38,20,0
